emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
@cakimiNOW Pilihan cak imin adalh pilihan kemenangan dan pilihan tepat. Anda politikus pintar dn cerdas. Jngn lupa pak surya P. Selamat menang,Pilihan cak imin adalh pilihan kemenangan dan pilihan tepat. Anda politikus pintar dn cerdas. Jngn lupa pak surya P. Selamat menang,Pilihan cak imin adalh pilihan kemenangan dan pilihan tepat. Anda politikus pintar dn cerdas. Jngn lupa pak surya P. Selamat menang,pilihan cak imin adalh pilihan kemenangan dan pilihan tepat anda politikus pintar dn cerdas jngn lupa pak surya p selamat menang,"['pilihan', 'cak', 'imin', 'adalh', 'pilihan', 'kemenangan', 'dan', 'pilihan', 'tepat', 'anda', 'politikus', 'pintar', 'dn', 'cerdas', 'jngn', 'lupa', 'pak', 'surya', 'p', 'selamat', 'menang']","['pilihan', 'cak', 'imin', 'adalh', 'pilihan', 'kemenangan', 'dan', 'pilihan', 'tepat', 'anda', 'politikus', 'pintar', 'dn', 'cerdas', 'jangan', 'lupa', 'pak', 'surya', 'p', 'selamat', 'menang']","['pilih', 'cak', 'imin', 'adalh', 'pilih', 'menang', 'dan', 'pilih', 'tepat', 'anda', 'politikus', 'pintar', 'dn', 'cerdas', 'jangan', 'lupa', 'pak', 'surya', 'p', 'selamat', 'menang']","['pilih', 'cak', 'imin', 'adalh', 'pilih', 'menang', 'pilih', 'politikus', 'pintar', 'cerdas', 'lupa', 'surya', 'selamat', 'menang']",pilih cak imin adalh pilih menang pilih politikus pintar cerdas lupa surya selamat menang,positive
Konsistensi Pak Anies dan Pak Muhaimin Iskandar dalam pemberantasan korupsi patut diacungi jempol @Gojekmilitan https://t.co/1mzXoKu6mN,Konsistensi Pak Anies dan Pak Muhaimin Iskandar dalam pemberantasan korupsi patut diacungi jempol https //t.co/1mzXoKu6mN,Konsistensi Pak Anies dan Pak Muhaimin Iskandar dalam pemberantasan korupsi patut diacungi jempol https //t.co/1mzXoKu6mN,konsistensi pak anies dan pak muhaimin iskandar dalam pemberantasan korupsi patut diacungi jempol   tco mzxoku mn,"['konsistensi', 'pak', 'anies', 'dan', 'pak', 'muhaimin', 'iskandar', 'dalam', 'pemberantasan', 'korupsi', 'patut', 'diacungi', 'jempol', 'tco', 'mzxoku', 'mn']","['konsistensi', 'pak', 'anies', 'dan', 'pak', 'muhaimin', 'iskandar', 'dalam', 'pemberantasan', 'korupsi', 'patut', 'diacungi', 'jempol', 'tco', 'mzxoku', 'mn']","['konsistensi', 'pak', 'anies', 'dan', 'pak', 'muhaimin', 'iskandar', 'dalam', 'berantas', 'korupsi', 'patut', 'acung', 'jempol', 'tco', 'mzxoku', 'mn']","['konsistensi', 'anies', 'muhaimin', 'iskandar', 'berantas', 'korupsi', 'patut', 'acung', 'jempol', 'mzxoku', 'mn']",konsistensi anies muhaimin iskandar berantas korupsi patut acung jempol mzxoku mn,positive
@ILCTalkshow Kompetitif yahh. Ayok @DPP_PKB  @PKSejahtera @NasDem,Kompetitif yahh. Ayok,Kompetitif yahh. Ayok,kompetitif yahh ayok,"['kompetitif', 'yahh', 'ayok']","['kompetitif', 'yahh', 'ayok']","['kompetitif', 'yahh', 'ayok']","['kompetitif', 'yahh', 'ayok']",kompetitif yahh ayok,positive
"Dengan Anies Baswedan dan Muhaimin Iskandar, saya yakin Indonesia akan lebih maju @ChemJambak https://t.co/rz8RYvpKhQ","Dengan Anies Baswedan dan Muhaimin Iskandar, saya yakin Indonesia akan lebih maju https //t.co/rz8RYvpKhQ","Dengan Anies Baswedan dan Muhaimin Iskandar, saya yakin Indonesia akan lebih maju https //t.co/rz8RYvpKhQ",dengan anies baswedan dan muhaimin iskandar saya yakin indonesia akan lebih maju   tcorz ryvpkhq,"['dengan', 'anies', 'baswedan', 'dan', 'muhaimin', 'iskandar', 'saya', 'yakin', 'indonesia', 'akan', 'lebih', 'maju', 'tcorz', 'ryvpkhq']","['dengan', 'anies', 'baswedan', 'dan', 'muhaimin', 'iskandar', 'saya', 'yakin', 'indonesia', 'akan', 'lebih', 'maju', 'tcorz', 'ryvpkhq']","['dengan', 'anies', 'baswedan', 'dan', 'muhaimin', 'iskandar', 'saya', 'yakin', 'indonesia', 'akan', 'lebih', 'maju', 'tcorz', 'ryvpkhq']","['anies', 'baswedan', 'muhaimin', 'iskandar', 'indonesia', 'maju', 'tcorz', 'ryvpkhq']",anies baswedan muhaimin iskandar indonesia maju tcorz ryvpkhq,positive
"Cak Imin dan Anis Tipe politisi populis segala isu dieksploitasi untuk cari perhatian ketahuan kualitasnya.  Anis dan cak imin seolah-olah pura buta/tuli atas peran negara &amp  rakyat kita terhadapat palestina. https://t.co/5yQ2YKw2P3""","Cak Imin dan Anis Tipe politisi populis segala isu dieksploitasi untuk cari perhatian ketahuan kualitasnya. Anis dan cak imin seolah-olah pura buta/tuli atas peran negara &amp rakyat kita terhadapat palestina. https //t.co/5yQ2YKw2P3""","Cak Imin dan Anis Tipe politisi populis segala isu dieksploitasi untuk cari perhatian ketahuan kualitasnya. Anis dan cak imin seolah-olah pura buta/tuli atas peran negara &amp rakyat kita terhadapat palestina. https //t.co/5yQ2YKw2P3""",cak imin dan anis tipe politisi populis segala isu dieksploitasi untuk cari perhatian ketahuan kualitasnya anis dan cak imin seolaholah pura butatuli atas peran negara amp rakyat kita terhadapat palestina   tco yq ykw p ,"['cak', 'imin', 'dan', 'anis', 'tipe', 'politisi', 'populis', 'segala', 'isu', 'dieksploitasi', 'untuk', 'cari', 'perhatian', 'ketahuan', 'kualitasnya', 'anis', 'dan', 'cak', 'imin', 'seolaholah', 'pura', 'butatuli', 'atas', 'peran', 'negara', 'amp', 'rakyat', 'kita', 'terhadapat', 'palestina', 'tco', 'yq', 'ykw', 'p']","['cak', 'imin', 'dan', 'anis', 'tipe', 'politisi', 'populis', 'segala', 'isu', 'dieksploitasi', 'untuk', 'cari', 'perhatian', 'ketahuan', 'kualitasnya', 'anis', 'dan', 'cak', 'imin', 'seolaholah', 'pura', 'butatuli', 'atas', 'peran', 'negara', 'amp', 'rakyat', 'kita', 'terhadapat', 'palestina', 'tco', 'yq', 'ykw', 'p']","['cak', 'imin', 'dan', 'anis', 'tipe', 'politis', 'populis', 'segala', 'isu', 'eksploitasi', 'untuk', 'cari', 'perhati', 'tahu', 'kualitas', 'anis', 'dan', 'cak', 'imin', 'seolaholah', 'pura', 'butatuli', 'atas', 'peran', 'negara', 'amp', 'rakyat', 'kita', 'terhadapat', 'palestina', 'tco', 'yq', 'ykw', 'p']","['cak', 'imin', 'anis', 'tipe', 'politis', 'populis', 'isu', 'eksploitasi', 'cari', 'perhati', 'kualitas', 'anis', 'cak', 'imin', 'seolaholah', 'pura', 'butatuli', 'peran', 'negara', 'rakyat', 'terhadapat', 'palestina', 'yq', 'ykw']",cak imin anis tipe politis populis isu eksploitasi cari perhati kualitas anis cak imin seolaholah pura butatuli peran negara rakyat terhadapat palestina yq ykw,negative
@voiceofpkb @aniesbaswedan @cakimiNOW Insha Allah semua Wilayah Aman untuk AMIN @aniesbaswedan  @Cakimin,Insha Allah semua Wilayah Aman untuk AMIN,Insha Allah semua Wilayah Aman untuk AMIN,insha allah semua wilayah aman untuk amin,"['insha', 'allah', 'semua', 'wilayah', 'aman', 'untuk', 'amin']","['insha', 'allah', 'semua', 'wilayah', 'aman', 'untuk', 'amin']","['insha', 'allah', 'semua', 'wilayah', 'aman', 'untuk', 'amin']","['insha', 'allah', 'wilayah', 'aman', 'amin']",insha allah wilayah aman amin,positive
"@cakimiNOW Mimpi bertemu cak imin sedang makan bareng, cak imin berhenti makan karna mendengar azan. .","Mimpi bertemu cak imin sedang makan bareng, cak imin berhenti makan karna mendengar azan. .","Mimpi bertemu cak imin sedang makan bareng, cak imin berhenti makan karna mendengar azan. .",mimpi bertemu cak imin sedang makan bareng cak imin berhenti makan karna mendengar azan ,"['mimpi', 'bertemu', 'cak', 'imin', 'sedang', 'makan', 'bareng', 'cak', 'imin', 'berhenti', 'makan', 'karna', 'mendengar', 'azan']","['mimpi', 'bertemu', 'cak', 'imin', 'sedang', 'makan', 'bareng', 'cak', 'imin', 'berhenti', 'makan', 'karena', 'mendengar', 'azan']","['mimpi', 'temu', 'cak', 'imin', 'sedang', 'makan', 'bareng', 'cak', 'imin', 'henti', 'makan', 'karena', 'dengar', 'azan']","['mimpi', 'temu', 'cak', 'imin', 'makan', 'bareng', 'cak', 'imin', 'henti', 'makan', 'dengar', 'azan']",mimpi temu cak imin makan bareng cak imin henti makan dengar azan,positive
"@tvOneNews Anies hny dikenal di Aceh, Sumbar, Sulsel, Kalsel, NTB, Banten &amp  1/4 Jkt kl di Jateng, Jatim, Jabar Jogja &amp  Bali lihat sj perolehan PKS &amp  Nasdem sgt minim.. Wajar kl di Jawa yg 69% Nas. Anies diblokir krn Jawa tdk suka dg non Jawa aplg Yemen Pengangguran.. PKS diharamkan di Jawa.","Anies hny dikenal di Aceh, Sumbar, Sulsel, Kalsel, NTB, Banten &amp 1/4 Jkt kl di Jateng, Jatim, Jabar Jogja &amp Bali lihat sj perolehan PKS &amp Nasdem sgt minim.. Wajar kl di Jawa yg 69% Nas. Anies diblokir krn Jawa tdk suka dg non Jawa aplg Yemen Pengangguran.. PKS diharamkan di Jawa.","Anies hny dikenal di Aceh, Sumbar, Sulsel, Kalsel, NTB, Banten &amp 1/4 Jkt kl di Jateng, Jatim, Jabar Jogja &amp Bali lihat sj perolehan PKS &amp Nasdem sgt minim.. Wajar kl di Jawa yg 69% Nas. Anies diblokir krn Jawa tdk suka dg non Jawa aplg Yemen Pengangguran.. PKS diharamkan di Jawa.",anies hny dikenal di aceh sumbar sulsel kalsel ntb banten amp    jkt kl di jateng jatim jabar jogja amp bali lihat sj perolehan pks amp nasdem sgt minim wajar kl di jawa yg   nas anies diblokir krn jawa tdk suka dg non jawa aplg yemen pengangguran pks diharamkan di jawa,"['anies', 'hny', 'dikenal', 'di', 'aceh', 'sumbar', 'sulsel', 'kalsel', 'ntb', 'banten', 'amp', 'jkt', 'kl', 'di', 'jateng', 'jatim', 'jabar', 'jogja', 'amp', 'bali', 'lihat', 'sj', 'perolehan', 'pks', 'amp', 'nasdem', 'sgt', 'minim', 'wajar', 'kl', 'di', 'jawa', 'yg', 'nas', 'anies', 'diblokir', 'krn', 'jawa', 'tdk', 'suka', 'dg', 'non', 'jawa', 'aplg', 'yemen', 'pengangguran', 'pks', 'diharamkan', 'di', 'jawa']","['anies', 'hny', 'dikenal', 'di', 'aceh', 'sumbar', 'sulsel', 'kalsel', 'ntb', 'banten', 'amp', 'jakarta', 'kl', 'di', 'jateng', 'jatim', 'jabar', 'jogja', 'amp', 'bali', 'lihat', 'sj', 'perolehan', 'pks', 'amp', 'nasdem', 'sgt', 'minim', 'wajar', 'kl', 'di', 'jawa', 'yg', 'nas', 'anies', 'diblokir', 'karena', 'jawa', 'tidak', 'suka', 'dg', 'non', 'jawa', 'apalagi', 'yemen', 'pengangguran', 'pks', 'diharamkan', 'di', 'jawa']","['anies', 'hny', 'kenal', 'di', 'aceh', 'sumbar', 'sulsel', 'kalsel', 'ntb', 'banten', 'amp', 'jakarta', 'kl', 'di', 'jateng', 'jatim', 'jabar', 'jogja', 'amp', 'bal', 'lihat', 'sj', 'oleh', 'pks', 'amp', 'nasdem', 'sgt', 'minim', 'wajar', 'kl', 'di', 'jawa', 'yg', 'nas', 'anies', 'blokir', 'karena', 'jawa', 'tidak', 'suka', 'dg', 'non', 'jawa', 'apalagi', 'yen', 'anggur', 'pks', 'haram', 'di', 'jawa']","['anies', 'kenal', 'aceh', 'sumbar', 'sulsel', 'kalsel', 'ntb', 'banten', 'jakarta', 'jateng', 'jatim', 'jabar', 'jogja', 'pks', 'nasdem', 'sgt', 'minim', 'wajar', 'jawa', 'nas', 'anies', 'blokir', 'jawa', 'suka', 'non', 'jawa', 'yen', 'anggur', 'pks', 'haram', 'jawa']",anies kenal aceh sumbar sulsel kalsel ntb banten jakarta jateng jatim jabar jogja pks nasdem sgt minim wajar jawa nas anies blokir jawa suka non jawa yen anggur pks haram jawa,negative
Yg 2 jawir. Yg 1 ngarap.   Map..tolong kl pak Anies mau maju..banyak2in ama orang2 jawir. Itu jateng-jogja banyak yg belum tau pak Anies. ðŸ˜­ Grass root yaak..rakyat jelata. Kubu sebelah nawarinnya Politik Riang Gembira.,Yg 2 jawir. Yg 1 ngarap. Map..tolong kl pak Anies mau maju..banyak2in ama orang2 jawir. Itu jateng-jogja banyak yg belum tau pak Anies. ðŸ˜­ Grass root yaak..rakyat jelata. Kubu sebelah nawarinnya Politik Riang Gembira.,Yg 2 jawir. Yg 1 ngarap. Map..tolong kl pak Anies mau maju..banyak2in ama orang2 jawir. Itu jateng-jogja banyak yg belum tau pak Anies. ðŸ˜­ Grass root yaak..rakyat jelata. Kubu sebelah nawarinnya Politik Riang Gembira.,yg   jawir yg   ngarap maptolong kl pak anies mau majubanyak in ama orang  jawir itu jatengjogja banyak yg belum tau pak anies  grass root yaakrakyat jelata kubu sebelah nawarinnya politik riang gembira,"['yg', 'jawir', 'yg', 'ngarap', 'maptolong', 'kl', 'pak', 'anies', 'mau', 'majubanyak', 'in', 'ama', 'orang', 'jawir', 'itu', 'jatengjogja', 'banyak', 'yg', 'belum', 'tau', 'pak', 'anies', 'grass', 'root', 'yaakrakyat', 'jelata', 'kubu', 'sebelah', 'nawarinnya', 'politik', 'riang', 'gembira']","['yg', 'jawir', 'yg', 'ngarap', 'maptolong', 'kl', 'pak', 'anies', 'mau', 'majubanyak', 'in', 'ama', 'orang', 'jawir', 'itu', 'jatengjogja', 'banyak', 'yg', 'belum', 'tau', 'pak', 'anies', 'grass', 'root', 'yaakrakyat', 'jelata', 'kubu', 'sebelah', 'nawarinnya', 'politik', 'riang', 'gembira']","['yg', 'jawir', 'yg', 'ngarap', 'maptolong', 'kl', 'pak', 'anies', 'mau', 'majubanyak', 'in', 'ama', 'orang', 'jawir', 'itu', 'jatengjogja', 'banyak', 'yg', 'belum', 'tau', 'pak', 'anies', 'grass', 'root', 'yaakrakyat', 'jelata', 'kubu', 'belah', 'nawarinnya', 'politik', 'riang', 'gembira']","['jawir', 'ngarap', 'maptolong', 'anies', 'majubanyak', 'jawir', 'jatengjogja', 'tau', 'anies', 'grass', 'root', 'yaakrakyat', 'jelata', 'kubu', 'belah', 'nawarinnya', 'politik', 'riang', 'gembira']",jawir ngarap maptolong anies majubanyak jawir jatengjogja tau anies grass root yaakrakyat jelata kubu belah nawarinnya politik riang gembira,neutral
Rayuan AMIN ke Susi Pudjiastuti  Cak Imin merayu Susi Pudjiastuti untuk masuk tim pemenangan nasional AMIN. Susi pun anggap rayuan itu sekadar candaan.  &gt &gt  https://t.co/g2ksAdHkRl  #detikcom,Rayuan AMIN ke Susi Pudjiastuti Cak Imin merayu Susi Pudjiastuti untuk masuk tim pemenangan nasional AMIN. Susi pun anggap rayuan itu sekadar candaan. &gt &gt https //t.co/g2ksAdHkRl,Rayuan AMIN ke Susi Pudjiastuti Cak Imin merayu Susi Pudjiastuti untuk masuk tim pemenangan nasional AMIN. Susi pun anggap rayuan itu sekadar candaan. &gt &gt https //t.co/g2ksAdHkRl,rayuan amin ke susi pudjiastuti cak imin merayu susi pudjiastuti untuk masuk tim pemenangan nasional amin susi pun anggap rayuan itu sekadar candaan gt gt   tcog ksadhkrl,"['rayuan', 'amin', 'ke', 'susi', 'pudjiastuti', 'cak', 'imin', 'merayu', 'susi', 'pudjiastuti', 'untuk', 'masuk', 'tim', 'pemenangan', 'nasional', 'amin', 'susi', 'pun', 'anggap', 'rayuan', 'itu', 'sekadar', 'candaan', 'gt', 'gt', 'tcog', 'ksadhkrl']","['rayuan', 'amin', 'ke', 'susi', 'pudjiastuti', 'cak', 'imin', 'merayu', 'susi', 'pudjiastuti', 'untuk', 'masuk', 'tim', 'pemenangan', 'nasional', 'amin', 'susi', 'pun', 'anggap', 'rayuan', 'itu', 'sekadar', 'candaan', 'gt', 'gt', 'tcog', 'ksadhkrl']","['rayu', 'amin', 'ke', 'sus', 'pudjiastuti', 'cak', 'imin', 'rayu', 'sus', 'pudjiastuti', 'untuk', 'masuk', 'tim', 'menang', 'nasional', 'amin', 'sus', 'pun', 'anggap', 'rayu', 'itu', 'sekadar', 'canda', 'gt', 'gt', 'tcog', 'ksadhkrl']","['rayu', 'amin', 'sus', 'pudjiastuti', 'cak', 'imin', 'rayu', 'sus', 'pudjiastuti', 'tim', 'menang', 'nasional', 'amin', 'sus', 'anggap', 'rayu', 'canda', 'tcog', 'ksadhkrl']",rayu amin sus pudjiastuti cak imin rayu sus pudjiastuti tim menang nasional amin sus anggap rayu canda tcog ksadhkrl,neutral
"@aniesbaswedan @NasDem @PKSejahtera @DPP_PKB @cakimiNOW Dgn kata lain, jadi ketum parpol tdk jadikan elit2 parpolnya di parlemen sbg kamerad2nya utk bolehkan atau tdk kehendak ketumnya. Jgn dicontohi ketum parpol demikian.","Dgn kata lain, jadi ketum parpol tdk jadikan elit2 parpolnya di parlemen sbg kamerad2nya utk bolehkan atau tdk kehendak ketumnya. Jgn dicontohi ketum parpol demikian.","Dgn kata lain, jadi ketum parpol tdk jadikan elit2 parpolnya di parlemen sbg kamerad2nya utk bolehkan atau tdk kehendak ketumnya. Jgn dicontohi ketum parpol demikian.",dgn kata lain jadi ketum parpol tdk jadikan elit  parpolnya di parlemen sbg kamerad nya utk bolehkan atau tdk kehendak ketumnya jgn dicontohi ketum parpol demikian,"['dgn', 'kata', 'lain', 'jadi', 'ketum', 'parpol', 'tdk', 'jadikan', 'elit', 'parpolnya', 'di', 'parlemen', 'sbg', 'kamerad', 'nya', 'utk', 'bolehkan', 'atau', 'tdk', 'kehendak', 'ketumnya', 'jgn', 'dicontohi', 'ketum', 'parpol', 'demikian']","['dgn', 'kata', 'lain', 'jadi', 'ketum', 'parpol', 'tidak', 'jadikan', 'elit', 'parpolnya', 'di', 'parlemen', 'sebagai', 'kamerad', 'nya', 'untuk', 'bolehkan', 'atau', 'tidak', 'kehendak', 'ketumnya', 'jangan', 'dicontohi', 'ketum', 'parpol', 'demikian']","['dgn', 'kata', 'lain', 'jadi', 'tum', 'parpol', 'tidak', 'jadi', 'elit', 'parpolnya', 'di', 'parlemen', 'bagai', 'kamerad', 'nya', 'untuk', 'boleh', 'atau', 'tidak', 'hendak', 'tum', 'jangan', 'contoh', 'tum', 'parpol', 'demikian']","['tum', 'parpol', 'elit', 'parpolnya', 'parlemen', 'kamerad', 'tum', 'contoh', 'tum', 'parpol']",tum parpol elit parpolnya parlemen kamerad tum contoh tum parpol,negative
"@Putra70487911 Alah, itu kan bisa 'keliatan' waras krn dy udh beda agenda ama Joko. Tugas dy sekarang gmn caranya biar Genjer ga nyungsep, jd Wowo dilemahin dlu. Wowo ambles, giliran Anies ditarget. Liat aja.","Alah, itu kan bisa 'keliatan' waras krn dy udh beda agenda ama Joko. Tugas dy sekarang gmn caranya biar Genjer ga nyungsep, jd Wowo dilemahin dlu. Wowo ambles, giliran Anies ditarget. Liat aja.","Alah, itu kan bisa 'keliatan' waras krn dy udh beda agenda ama Joko. Tugas dy sekarang gmn caranya biar Genjer ga nyungsep, jd Wowo dilemahin dlu. Wowo ambles, giliran Anies ditarget. Liat aja.",alah itu kan bisa keliatan waras krn dy udh beda agenda ama joko tugas dy sekarang gmn caranya biar genjer ga nyungsep jd wowo dilemahin dlu wowo ambles giliran anies ditarget liat aja,"['alah', 'itu', 'kan', 'bisa', 'keliatan', 'waras', 'krn', 'dy', 'udh', 'beda', 'agenda', 'ama', 'joko', 'tugas', 'dy', 'sekarang', 'gmn', 'caranya', 'biar', 'genjer', 'ga', 'nyungsep', 'jd', 'wowo', 'dilemahin', 'dlu', 'wowo', 'ambles', 'giliran', 'anies', 'ditarget', 'liat', 'aja']","['alah', 'itu', 'kan', 'bisa', 'keliatan', 'waras', 'karena', 'dy', 'udah', 'beda', 'agenda', 'ama', 'joko', 'tugas', 'dy', 'sekarang', 'gmn', 'caranya', 'biar', 'genjer', 'tidak', 'nyungsep', 'jd', 'wowo', 'dilemahin', 'dlu', 'wowo', 'ambles', 'giliran', 'anies', 'ditarget', 'liat', 'aja']","['alah', 'itu', 'kan', 'bisa', 'liat', 'waras', 'karena', 'dy', 'udah', 'beda', 'agenda', 'ama', 'joko', 'tugas', 'dy', 'sekarang', 'gmn', 'cara', 'biar', 'genjer', 'tidak', 'nyungsep', 'jd', 'wowo', 'dilemahin', 'dlu', 'wowo', 'ambles', 'gilir', 'anies', 'target', 'liat', 'aja']","['liat', 'waras', 'beda', 'agenda', 'joko', 'tugas', 'biar', 'genjer', 'nyungsep', 'wowo', 'dilemahin', 'wowo', 'ambles', 'gilir', 'anies', 'target', 'liat']",liat waras beda agenda joko tugas biar genjer nyungsep wowo dilemahin wowo ambles gilir anies target liat,negative
@tvOneNews Harus lebih rajin turun di daerah daerah yg paling bawah lagi sentuh hati rakyat kalau hya survei ga usah diladeninn @PKSejahtera @NasDem @DPP_PKB,Harus lebih rajin turun di daerah daerah yg paling bawah lagi sentuh hati rakyat kalau hya survei ga usah diladeninn,Harus lebih rajin turun di daerah daerah yg paling bawah lagi sentuh hati rakyat kalau hya survei ga usah diladeninn,harus lebih rajin turun di daerah daerah yg paling bawah lagi sentuh hati rakyat kalau hya survei ga usah diladeninn,"['harus', 'lebih', 'rajin', 'turun', 'di', 'daerah', 'daerah', 'yg', 'paling', 'bawah', 'lagi', 'sentuh', 'hati', 'rakyat', 'kalau', 'hya', 'survei', 'ga', 'usah', 'diladeninn']","['harus', 'lebih', 'rajin', 'turun', 'di', 'daerah', 'daerah', 'yg', 'paling', 'bawah', 'lagi', 'sentuh', 'hati', 'rakyat', 'kalau', 'hya', 'survei', 'tidak', 'usah', 'diladeninn']","['harus', 'lebih', 'rajin', 'turun', 'di', 'daerah', 'daerah', 'yg', 'paling', 'bawah', 'lagi', 'sentuh', 'hati', 'rakyat', 'kalau', 'hya', 'survei', 'tidak', 'usah', 'diladeninn']","['rajin', 'turun', 'daerah', 'daerah', 'sentuh', 'hati', 'rakyat', 'hya', 'survei', 'diladeninn']",rajin turun daerah daerah sentuh hati rakyat hya survei diladeninn,negative
@BosPurwa Bismillah... Laa hawla wa laa quwwata illabillahil'aliyil'azhim ðŸ¤²ðŸ¤²ðŸ¤² Semoga Pak Anies Baswedan Diamanahkan menjadi Presiden Republik Indonesia 2024-2029 Allahumma Aamiin aamiin aamiin ya Allah ya Rabbal'alamin ðŸ¤²ðŸ¤²ðŸ¤²,Bismillah... Laa hawla wa laa quwwata illabillahil'aliyil'azhim ðŸ¤²ðŸ¤²ðŸ¤² Semoga Pak Anies Baswedan Diamanahkan menjadi Presiden Republik Indonesia 2024-2029 Allahumma Aamiin aamiin aamiin ya Allah ya Rabbal'alamin ðŸ¤²ðŸ¤²ðŸ¤²,Bismillah... Laa hawla wa laa quwwata illabillahil'aliyil'azhim ðŸ¤²ðŸ¤²ðŸ¤² Semoga Pak Anies Baswedan Diamanahkan menjadi Presiden Republik Indonesia 2024-2029 Allahumma Aamiin aamiin aamiin ya Allah ya Rabbal'alamin ðŸ¤²ðŸ¤²ðŸ¤²,bismillah laa hawla wa laa quwwata illabillahilaliyilazhim  semoga pak anies baswedan diamanahkan menjadi presiden republik indonesia    allahumma aamiin aamiin aamiin ya allah ya rabbalalamin ,"['bismillah', 'laa', 'hawla', 'wa', 'laa', 'quwwata', 'illabillahilaliyilazhim', 'semoga', 'pak', 'anies', 'baswedan', 'diamanahkan', 'menjadi', 'presiden', 'republik', 'indonesia', 'allahumma', 'aamiin', 'aamiin', 'aamiin', 'ya', 'allah', 'ya', 'rabbalalamin']","['bismillah', 'laa', 'hawla', 'wa', 'laa', 'quwwata', 'illabillahilaliyilazhim', 'semoga', 'pak', 'anies', 'baswedan', 'diamanahkan', 'menjadi', 'presiden', 'republik', 'indonesia', 'allahumma', 'aamiin', 'aamiin', 'aamiin', 'ya', 'allah', 'ya', 'rabbalalamin']","['bismillah', 'laa', 'hawla', 'wa', 'laa', 'quwwata', 'illabillahilaliyilazhim', 'moga', 'pak', 'anies', 'baswedan', 'amanah', 'jadi', 'presiden', 'republik', 'indonesia', 'allahumma', 'aamiin', 'aamiin', 'aamiin', 'ya', 'allah', 'ya', 'rabbalalamin']","['bismillah', 'laa', 'hawla', 'laa', 'quwwata', 'illabillahilaliyilazhim', 'anies', 'baswedan', 'amanah', 'presiden', 'republik', 'indonesia', 'allahumma', 'aamiin', 'aamiin', 'aamiin', 'allah', 'rabbalalamin']",bismillah laa hawla laa quwwata illabillahilaliyilazhim anies baswedan amanah presiden republik indonesia allahumma aamiin aamiin aamiin allah rabbalalamin,positive
